1 , 355.505162 , 48.38285 , 7119.574545454546 , 2.491108257299342
2 , 14.233333 , 53.916667 , 6949.297619047619 , 3.344074247881577
3 , 0.743444 , 51.445639 , 7107.022099447514 , 2.543431634197609
5 , 355.379556 , 53.313944 , 7046.674418604651 , 3.956559143240019
7 , 8.716667 , 53.866667 , 7132.713768115942 , 4.18182337826298
8 , 11.458056 , 53.898889 , 7074.579710144928 , 3.7783451841810263
9 , 4.249722 , 51.9175 , 6933.492753623188 , 2.719735824041736
10 , 237.535 , 37.806667 , 7087.010948905109 , 3.895793501452437
11 , 12.103333 , 54.169722 , 7103.478260869565 , 3.9300274189214557
12 , 285.986667 , 40.7 , 7110.394052044609 , 2.3877588057569845
13 , 10.872222 , 53.958056 , 7033.275362318841 , 2.9358161400283143
14 , 24.956217 , 60.153633 , 6967.654545454546 , 5.212052381237231
15 , 357.0 , 53.4 , NaN , 4.9699534831199585
16 , 21.183333 , 60.85 , NaN , 3.5518086500650377
17 , 21.233333 , 60.6 , NaN , 3.138777250951191
18 , 22.366667 , 59.95 , NaN , 4.123158343224171
20 , 3.596111 , 51.442222 , 6923.659420289855 , 4.122396852065511
21 , 357.916667 , 57.15 , NaN , 3.6428338818511277
22 , 4.12 , 51.9775 , 6948.344202898551 , 2.719735824041736
23 , 4.745 , 52.964444 , 6940.757246376812 , 3.5713984112912582
24 , 6.933056 , 53.326389 , 6920.760869565217 , 3.6242795496246063
25 , 5.409444 , 53.175556 , 6973.735507246377 , 3.588058069309347
26 , 20.983333 , 56.533333 , NaN , 4.533199871360886
27 , 21.366667 , 59.783333 , NaN , 3.9644953713067017
28 , 22.95 , 59.766667 , NaN , 4.3362561268029065
29 , 25.416667 , 60.116667 , NaN , 5.563134537342022
30 , 20.8 , 63.066667 , NaN , 4.574287857746108
31 , 17.616667 , 59.2 , NaN , 4.242633526896584
32 , 4.554722 , 52.462222 , 6978.202898550725 , 2.9363709001116596
33 , 10.604861 , 59.678073 , 6962.764492753623 , 4.182235009469672
34 , 10.433333 , 63.433333 , NaN , 4.574488184136396
37 , 24.033333 , 57.05 , NaN , 2.2747044373558447
39 , 12.333333 , 45.416667 , NaN , 5.4665511675653455
41 , 41.683333 , 42.166667 , 7069.41825095057 , 5.3903157206884815
42 , 33.533333 , 44.616667 , 7007.083333333333 , 4.492110831944166
43 , 72.833333 , 18.916667 , 7081.084112149532 , 7.741808886046715
44 , 44.974167 , 12.788333 , 7071.473684210527 , 3.350433877642917
45 , 14.482149 , 68.212639 , 6851.514492753623 , -0.14103849339386765
47 , 5.730121 , 58.974339 , 6964.369565217391 , 4.163221049304823
48 , 88.333333 , 22.533333 , NaN , 1.9350014488873915
49 , 88.133333 , 21.633333 , NaN , 0.6689241293044585
51 , 41.7 , 41.633333 , 7008.234693877551 , 6.98073226143606
52 , 350.583333 , 38.683333 , 6990.5 , 3.249281823474756
57 , 21.571183 , 63.081533 , 6745.665322580645 , 4.786598350510071
58 , 5.320487 , 60.398046 , 6964.927536231884 , 3.510055039758917
59 , 8.9 , 44.4 , 7037.103448275862 , 4.613801817539288
61 , 5.35386 , 43.278801 , 7005.7427385892115 , 4.050244034755589
62 , 10.73451 , 59.908559 , 6985.418181818181 , 4.182235009469672
63 , 19.883333 , 60.033333 , NaN , 3.919918791628179
64 , 18.683333 , 54.4 , 6966.452380952381 , 4.586267051669189
65 , 151.233333 , -33.85 , 6971.833333333333 , 2.5284927561527715
66 , 354.983333 , 51.7 , NaN , 4.260495014703956
68 , 17.865278 , 58.742222 , 6888.871951219512 , 4.494946690436611
69 , 17.097222 , 57.366111 , 6929.764492753623 , 3.7879784220888912
70 , 15.589444 , 56.105278 , 7038.70652173913 , 4.443845928763039
71 , 22.976583 , 59.822867 , 6904.970588235294 , 4.3362561268029065
72 , 13.816667 , 55.416667 , NaN , 4.673373859495426
73 , 12.216667 , 57.1 , NaN , 4.5498066836100985
74 , 11.9 , 57.683333 , NaN , 4.923562142824456
76 , 10.223889 , 56.147222 , 7066.256505576208 , 3.04176898703928
77 , 19.033333 , 59.283333 , NaN , 4.9717572698246615
78 , 18.081667 , 59.324167 , 6838.605072463768 , 4.934579139302994
79 , 25.418233 , 65.040317 , 6954.826086956522 , 3.930606842729901
80 , 8.441111 , 55.460833 , 7096.6021897810215 , 7.857286602924226
81 , 9.754444 , 55.560833 , 7087.576086956522 , 3.3483078480612503
